datetime,solar_mwh,konya_shortwave_radiation,konya_temperature_2m,konya_cloud_cover,konya_direct_radiation,konya_precipitation,konya_wind_speed_10m,gaziantep_shortwave_radiation,gaziantep_temperature_2m,gaziantep_cloud_cover,gaziantep_direct_radiation,gaziantep_precipitation,gaziantep_wind_speed_10m,izmir_shortwave_radiation,izmir_temperature_2m,izmir_cloud_cover,izmir_direct_radiation,izmir_precipitation,izmir_wind_speed_10m,date,year,month,day,hour,day_of_year,week,weekday,avg_shortwave_radiation,avg_cloud_cover,avg_temperature_2m,avg_direct_radiation,avg_precipitation,avg_wind_speed_10m
2024-08-10 23:00:00+03:00,0.0,0.0,25.6585,15.0,0.0,0.0,3.7121422,0.0,26.682499,0.0,0.0,0.0,5.5217752,0.0,27.830502,0.0,0.0,0.0,4.9162993,2024-08-10,2024,8,10,23,223,32,5,0.0,5.0,26.723833,0.0,0.0,4.716739
2024-08-11 00:00:00+03:00,0.0,0.0,24.8085,0.0,0.0,0.0,6.315853,0.0,25.6325,0.0,0.0,0.0,6.0141497,0.0,27.0305,0.0,0.0,0.0,5.124451,2024-08-11,2024,8,11,0,224,32,6,0.0,0.0,25.823835,0.0,0.0,5.8181515
2024-08-11 01:00:00+03:00,0.0,0.0,23.8085,0.0,0.0,0.0,5.9615436,0.0,25.1325,0.0,0.0,0.0,6.5795135,0.0,26.230501,0.0,0.0,0.0,5.1971145,2024-08-11,2024,8,11,1,224,32,6,0.0,0.0,25.057167,0.0,0.0,5.912724
2024-08-11 02:00:00+03:00,0.0,0.0,22.9585,8.0,0.0,0.0,4.838388,0.0,25.082499,0.0,0.0,0.0,5.544367,0.0,25.6805,0.0,0.0,0.0,4.9040794,2024-08-11,2024,8,11,2,224,32,6,0.0,2.6666667,24.573832,0.0,0.0,5.0956116
2024-08-11 03:00:00+03:00,0.0,0.0,22.4085,3.0,0.0,0.0,4.2059484,0.0,24.4825,0.0,0.0,0.0,5.140039,0.0,25.330502,1.0,0.0,0.0,4.3462625,2024-08-11,2024,8,11,3,224,32,6,0.0,1.3333334,24.073832,0.0,0.0,4.564083
2024-08-11 04:00:00+03:00,0.0,0.0,20.6085,0.0,0.0,0.0,2.6925821,0.0,24.7825,0.0,0.0,0.0,4.8754487,0.0,25.830502,0.0,0.0,0.0,3.8832974,2024-08-11,2024,8,11,4,224,32,6,0.0,0.0,23.7405,0.0,0.0,3.8171093
2024-08-11 05:00:00+03:00,0.46,0.0,20.2085,5.0,0.0,0.0,3.1780496,0.0,24.682499,0.0,0.0,0.0,4.750789,0.0,25.6305,0.0,0.0,0.0,3.324154,2024-08-11,2024,8,11,5,224,32,6,0.0,1.6666666,23.507166,0.0,0.0,3.7509975
2024-08-11 06:00:00+03:00,12.61,0.0,19.9585,17.0,0.0,0.0,3.3136082,1.0,24.832499,0.0,0.0,0.0,4.6872168,0.0,25.3805,0.0,0.0,0.0,2.915476,2024-08-11,2024,8,11,6,224,32,6,0.33333334,5.6666665,23.390501,0.0,0.0,3.638767
2024-08-11 07:00:00+03:00,100.81,40.0,20.6585,2.0,16.0,0.0,4.4102154,83.0,26.2325,0.0,41.0,0.0,4.743417,13.0,25.5305,0.0,4.0,0.0,3.420526,2024-08-11,2024,8,11,7,224,32,6,45.333332,0.6666667,24.140501,20.333334,0.0,4.1913857
2024-08-11 08:00:00+03:00,588.8,201.0,21.9085,9.0,127.0,0.0,5.115662,265.0,28.7825,0.0,181.0,0.0,4.8826222,138.0,26.480501,0.0,85.0,0.0,3.4525354,2024-08-11,2024,8,11,8,224,32,6,201.33333,3.0,25.723833,131.0,0.0,4.483607
2024-08-11 09:00:00+03:00,1154.45,392.0,23.4085,10.0,282.0,0.0,5.4341516,465.0,31.332499,0.0,358.0,0.0,4.8548946,328.0,28.1305,0.0,247.0,0.0,4.750789,2024-08-11,2024,8,11,9,224,32,6,395.0,3.3333333,27.623833,295.66666,0.0,5.0132785
2024-08-11 10:00:00+03:00,1227.47,585.0,25.0585,8.0,458.0,0.0,5.664804,650.0,33.1325,0.0,526.0,0.0,3.9446166,521.0,29.9305,0.0,423.0,0.0,5.4644303,2024-08-11,2024,8,11,10,224,32,6,585.3333,2.6666667,29.373835,469.0,0.0,5.0246167
2024-08-11 11:00:00+03:00,1201.36,742.0,26.7585,5.0,599.0,0.0,5.4626,795.0,34.6325,0.0,659.0,0.0,3.577709,689.0,31.8805,0.0,580.0,0.0,6.0605283,2024-08-11,2024,8,11,11,224,32,6,742.0,1.6666666,31.0905,612.6667,0.0,5.0336127
2024-08-11 12:00:00+03:00,1173.54,842.0,28.2085,6.0,700.0,0.0,5.636488,891.0,35.682503,3.0,747.0,0.0,3.354102,816.0,33.6805,0.0,699.0,0.0,6.1717095,2024-08-11,2024,8,11,12,224,32,6,849.6667,3.0,32.523834,715.3333,0.0,5.0541
2024-08-11 13:00:00+03:00,1176.54,899.0,29.3585,6.0,756.0,0.0,5.59017,921.0,36.482502,6.0,773.0,0.0,3.4,889.0,35.2305,0.0,769.0,0.0,5.8898215,2024-08-11,2024,8,11,13,224,32,6,903.0,4.0,33.690502,766.0,0.0,4.959997
2024-08-11 14:00:00+03:00,1155.59,873.0,29.9585,10.0,726.0,0.0,5.3712196,868.0,37.1325,10.0,711.0,0.0,4.304649,905.0,36.4305,0.0,784.0,0.0,5.7628117,2024-08-11,2024,8,11,14,224,32,6,882.0,6.6666665,34.507168,740.3333,0.0,5.146227
2024-08-11 15:00:00+03:00,1029.15,813.0,30.2585,9.0,668.0,0.0,5.325411,769.0,37.2825,8.0,617.0,0.0,5.3413477,861.0,37.1805,0.0,742.0,0.0,5.6035705,2024-08-11,2024,8,11,15,224,32,6,814.3333,5.6666665,34.907166,675.6667,0.0,5.423443
2024-08-11 16:00:00+03:00,431.87,722.0,29.3085,1.0,591.0,0.0,5.3,633.0,37.482502,29.0,492.0,0.0,5.491812,729.0,37.8805,21.0,603.0,0.0,4.763402,2024-08-11,2024,8,11,16,224,32,6,694.6667,17.0,34.8905,562.0,0.0,5.1850715
2024-08-11 17:00:00+03:00,34.27,567.0,29.1085,1.0,455.0,0.0,5.325411,468.0,37.1325,13.0,338.0,0.0,6.670832,566.0,37.6305,28.0,434.0,0.0,5.420332,2024-08-11,2024,8,11,17,224,32,6,533.6667,14.0,34.623833,409.0,0.0,5.805525
2024-08-11 18:00:00+03:00,0.19,374.0,28.3085,1.0,281.0,0.0,5.5758405,289.0,35.432503,7.0,196.0,0.0,7.1421285,401.0,35.9805,3.0,297.0,0.0,5.9506307,2024-08-11,2024,8,11,18,224,32,6,354.66666,3.6666667,33.2405,258.0,0.0,6.2228665
2024-08-11 19:00:00+03:00,0.0,176.0,27.3085,1.0,111.0,0.0,5.1739736,108.0,33.6325,6.0,56.0,0.0,6.519202,231.0,34.2305,1.0,162.0,0.0,6.4031243,2024-08-11,2024,8,11,19,224,32,6,171.66667,2.6666667,31.723833,109.666664,0.0,6.0321
2024-08-11 20:00:00+03:00,0.0,26.0,25.5585,0.0,10.0,0.0,3.4713109,6.0,31.432499,0.0,1.0,0.0,5.728001,66.0,32.3805,0.0,34.0,0.0,5.162364,2024-08-11,2024,8,11,20,224,32,6,32.666668,0.0,29.790499,15.0,0.0,4.7872252
2024-08-11 21:00:00+03:00,0.0,0.0,24.6085,1.0,0.0,0.0,2.529822,0.0,29.6325,0.0,0.0,0.0,6.4660654,0.0,31.080502,0.0,0.0,0.0,5.27731,2024-08-11,2024,8,11,21,224,32,6,0.0,0.33333334,28.4405,0.0,0.0,4.7577324
2024-08-11 22:00:00+03:00,0.0,0.0,23.7085,0.0,0.0,0.0,2.3086793,0.0,28.2325,0.0,0.0,0.0,7.0830784,0.0,30.080502,0.0,0.0,0.0,4.909175,2024-08-11,2024,8,11,22,224,32,6,0.0,0.0,27.3405,0.0,0.0,4.766978
2024-08-11 23:00:00+03:00,0.0,0.0,23.2585,0.0,0.0,0.0,2.7892652,0.0,26.9825,0.0,0.0,0.0,7.080254,0.0,29.080502,0.0,0.0,0.0,4.9819674,2024-08-11,2024,8,11,23,224,32,6,0.0,0.0,26.4405,0.0,0.0,4.9504952
2024-08-12 00:00:00+03:00,0.0,0.0,23.1085,0.0,0.0,0.0,3.4014704,0.0,26.332499,0.0,0.0,0.0,7.420243,0.0,28.2805,0.0,0.0,0.0,4.1617303,2024-08-12,2024,8,12,0,225,33,0,0.0,0.0,25.907166,0.0,0.0,4.9944816
2024-08-12 01:00:00+03:00,0.0,0.0,22.4085,0.0,0.0,0.0,3.736308,0.0,25.832499,0.0,0.0,0.0,7.300685,0.0,27.6305,0.0,0.0,0.0,3.275668,2024-08-12,2024,8,12,1,225,33,0,0.0,0.0,25.290499,0.0,0.0,4.770887
2024-08-12 02:00:00+03:00,0.0,0.0,21.2585,0.0,0.0,0.0,2.9,0.0,25.332499,3.0,0.0,0.0,7.2201114,0.0,27.0305,0.0,0.0,0.0,2.8178005,2024-08-12,2024,8,12,2,225,33,0,0.0,1.0,24.540499,0.0,0.0,4.3126373
2024-08-12 03:00:00+03:00,0.0,0.0,20.6585,0.0,0.0,0.0,3.4058774,0.0,24.6325,2.0,0.0,0.0,6.940461,0.0,26.580502,0.0,0.0,0.0,2.4166093,2024-08-12,2024,8,12,3,225,33,0,0.0,0.6666667,23.957169,0.0,0.0,4.254316
2024-08-12 04:00:00+03:00,0.0,0.0,19.1585,0.0,0.0,0.0,3.0149627,0.0,23.7825,0.0,0.0,0.0,5.60803,0.0,26.7805,0.0,0.0,0.0,1.5,2024-08-12,2024,8,12,4,225,33,0,0.0,0.0,23.240501,0.0,0.0,3.3743308
2024-08-12 05:00:00+03:00,0.0,0.0,18.6585,0.0,0.0,0.0,2.8160255,0.0,23.1325,0.0,0.0,0.0,5.140039,0.0,26.3805,0.0,0.0,0.0,1.9646883,2024-08-12,2024,8,12,5,225,33,0,0.0,0.0,22.723833,0.0,0.0,3.3069174
2024-08-12 06:00:00+03:00,1.2,0.0,18.2585,0.0,0.0,0.0,2.915476,1.0,22.4825,0.0,0.0,0.0,5.020956,0.0,25.980501,0.0,0.0,0.0,2.8653097,2024-08-12,2024,8,12,6,225,33,0,0.33333334,0.0,22.2405,0.0,0.0,3.6005805
2024-08-12 07:00:00+03:00,14.62,42.0,19.1585,0.0,19.0,0.0,3.901282,83.0,23.332499,0.0,42.0,0.0,5.020956,13.0,25.980501,0.0,4.0,0.0,4.0360875,2024-08-12,2024,8,12,7,225,33,0,46.0,0.0,22.823832,21.666666,0.0,4.3194423
2024-08-12 08:00:00+03:00,98.42,208.0,20.5085,0.0,138.0,0.0,4.535416,268.0,25.432499,0.0,185.0,0.0,4.4553337,137.0,27.1305,0.0,85.0,0.0,3.88973,2024-08-12,2024,8,12,8,225,33,0,204.33333,0.0,24.357168,136.0,0.0,4.2934933
2024-08-12 09:00:00+03:00,298.66,414.0,22.0585,0.0,318.0,0.0,4.976947,473.0,27.5325,0.0,366.0,0.0,4.060788,328.0,28.6305,0.0,248.0,0.0,3.3600597,2024-08-12,2024,8,12,9,225,33,0,405.0,0.0,26.073832,310.66666,0.0,4.1325984
2024-08-12 10:00:00+03:00,503.99,609.0,23.7085,0.0,497.0,0.0,5.27731,658.0,29.082499,0.0,536.0,0.0,3.6674242,521.0,30.830502,0.0,424.0,0.0,3.3615475,2024-08-12,2024,8,12,10,225,33,0,596.0,0.0,27.873835,485.66666,0.0,4.102094
2024-08-12 11:00:00+03:00,769.21,772.0,25.3085,0.0,649.0,0.0,5.3535037,806.0,30.5325,0.0,672.0,0.0,3.6496572,690.0,33.3805,0.0,583.0,0.0,3.5846896,2024-08-12,2024,8,12,11,225,33,0,756.0,0.0,29.7405,634.6667,0.0,4.19595
2024-08-12 12:00:00+03:00,836.08,887.0,26.8085,0.0,758.0,0.0,5.3009434,901.0,31.7825,0.0,760.0,0.0,3.471311,819.0,35.5805,0.0,704.0,0.0,3.6359317,2024-08-12,2024,8,12,12,225,33,0,869.0,0.0,31.390501,740.6667,0.0,4.136062
2024-08-12 13:00:00+03:00,886.87,946.0,28.1585,0.0,814.0,0.0,5.220153,936.0,32.982502,0.0,793.0,0.0,3.4014702,895.0,37.4805,0.0,777.0,0.0,3.6619666,2024-08-12,2024,8,12,13,225,33,0,925.6667,0.0,32.873837,794.6667,0.0,4.0945296
2024-08-12 14:00:00+03:00,927.52,944.0,29.2585,0.0,812.0,0.0,5.161395,908.0,34.432503,0.0,768.0,0.0,3.6069376,912.0,38.8805,0.0,794.0,0.0,3.4999998,2024-08-12,2024,8,12,14,225,33,0,921.3333,0.0,34.190502,791.3333,0.0,4.089444
2024-08-12 15:00:00+03:00,805.12,878.0,29.8585,0.0,751.0,0.0,5.269725,816.0,35.7825,22.0,679.0,0.0,4.8414874,870.0,39.9805,0.0,754.0,0.0,3.088689,2024-08-12,2024,8,12,15,225,33,0,854.6667,7.3333335,35.207165,728.0,0.0,4.3999667
2024-08-12 16:00:00+03:00,261.25,755.0,28.8585,0.0,636.0,0.0,5.186521,677.0,36.5325,6.0,550.0,0.0,4.7801676,755.0,39.3805,0.0,643.0,0.0,2.9068885,2024-08-12,2024,8,12,16,225,33,0,729.0,2.0,34.923832,609.6667,0.0,4.2911925
2024-08-12 17:00:00+03:00,6.04,585.0,28.7085,0.0,478.0,0.0,5.3009434,494.0,35.5325,7.0,380.0,0.0,5.59017,609.0,39.2305,0.0,506.0,0.0,3.5,2024-08-12,2024,8,12,17,225,33,0,562.6667,2.3333333,34.490498,454.66666,0.0,4.7970376
2024-08-12 18:00:00+03:00,0.02,385.0,28.2585,0.0,295.0,0.0,5.161395,297.0,35.482502,1.0,207.0,0.0,3.4999998,430.0,38.6805,0.0,341.0,0.0,4.0,2024-08-12,2024,8,12,18,225,33,0,370.66666,0.33333334,34.1405,281.0,0.0,4.220465
2024-08-12 19:00:00+03:00,0.0,180.0,27.4585,0.0,117.0,0.0,4.604346,105.0,34.3825,1.0,54.0,0.0,2.5179358,236.0,36.6805,0.0,168.0,0.0,5.414795,2024-08-12,2024,8,12,19,225,33,0,173.66667,0.33333334,32.8405,113.0,0.0,4.1790257
2024-08-12 20:00:00+03:00,0.0,26.0,25.6085,0.0,11.0,0.0,3.1064448,5.0,32.3325,1.0,1.0,0.0,2.2472205,65.0,34.3305,0.0,35.0,0.0,4.609772,2024-08-12,2024,8,12,20,225,33,0,32.0,0.33333334,30.757166,15.666667,0.0,3.321146
2024-08-12 21:00:00+03:00,0.0,0.0,24.3085,0.0,0.0,0.0,2.5,0.0,30.582499,3.0,0.0,0.0,1.7888545,0.0,32.9305,0.0,0.0,0.0,3.8999999,2024-08-12,2024,8,12,21,225,33,0,0.0,1.0,29.273834,0.0,0.0,2.729618
2024-08-12 22:00:00+03:00,0.0,0.0,23.5585,0.0,0.0,0.0,2.408319,0.0,29.6325,4.0,0.0,0.0,4.3416586,0.0,31.7805,0.0,0.0,0.0,4.0,2024-08-12,2024,8,12,22,225,33,0,0.0,1.3333334,28.323835,0.0,0.0,3.5833256
2024-08-12 23:00:00+03:00,0.0,0.0,23.1585,0.0,0.0,0.0,2.5019991,0.0,28.4825,0.0,0.0,0.0,4.5221677,0.0,30.7805,0.0,0.0,0.0,3.7013512,2024-08-12,2024,8,12,23,225,33,0,0.0,0.0,27.473833,0.0,0.0,3.5751727
2024-09-01 00:00:00+03:00,0.0,0.0,19.4585,11.0,0.0,0.0,1.9924859,0.0,22.582499,3.0,0.0,0.0,5.261178,0.0,24.580502,13.0,0.0,0.0,1.2369317,2024-09-01,2024,9,1,0,245,35,6,0.0,9.0,22.207169,0.0,0.0,2.8301985
2024-09-01 01:00:00+03:00,0.0,0.0,18.5085,34.0,0.0,0.0,1.7720045,0.0,22.182499,4.0,0.0,0.0,6.207254,0.0,24.0305,45.0,0.0,0.0,1.2529964,2024-09-01,2024,9,1,1,245,35,6,0.0,27.666666,21.573832,0.0,0.0,3.0774183
2024-09-01 02:00:00+03:00,0.0,0.0,18.7085,28.0,0.0,0.0,2.1954498,0.0,21.832499,5.0,0.0,0.0,6.258594,0.0,23.5305,68.0,0.0,0.0,0.92195445,2024-09-01,2024,9,1,2,245,35,6,0.0,33.666668,21.357168,0.0,0.0,3.1253328
2024-09-01 03:00:00+03:00,0.0,0.0,18.9585,29.0,0.0,0.0,2.418677,0.0,21.582499,3.0,0.0,0.0,5.481788,0.0,23.1305,23.0,0.0,0.0,0.781025,2024-09-01,2024,9,1,3,245,35,6,0.0,18.333334,21.223833,0.0,0.0,2.89383
2024-09-01 04:00:00+03:00,0.0,0.0,15.8585,21.0,0.0,0.0,2.0124612,0.0,21.6325,0.0,0.0,0.0,3.8209946,0.0,22.580502,95.0,0.0,0.0,1.5652475,2024-09-01,2024,9,1,4,245,35,6,0.0,38.666668,20.023832,0.0,0.0,2.4662344
2024-09-01 05:00:00+03:00,0.0,0.0,15.9085,16.0,0.0,0.0,1.3038404,0.0,21.332499,1.0,0.0,0.0,4.2426405,0.0,21.5305,100.0,0.0,0.0,0.98994946,2024-09-01,2024,9,1,5,245,35,6,0.0,39.0,19.5905,0.0,0.0,2.1788101
2024-09-01 06:00:00+03:00,0.2,0.0,15.3085,15.0,0.0,0.0,1.3038404,0.0,21.2825,2.0,0.0,0.0,4.4271884,0.0,21.230501,88.0,0.0,0.0,0.9,2024-09-01,2024,9,1,6,245,35,6,0.0,35.0,19.273834,0.0,0.0,2.210343
2024-09-01 07:00:00+03:00,5.41,16.0,15.7585,19.0,6.0,0.0,1.118034,46.0,22.182499,2.0,20.0,0.0,5.0,2.0,21.330502,38.0,0.0,0.0,0.64031243,2024-09-01,2024,9,1,7,245,35,6,21.333334,19.666666,19.757166,8.666667,0.0,2.252782
2024-09-01 08:00:00+03:00,44.62,150.0,19.0085,9.0,86.0,0.0,0.86023253,213.0,24.432499,1.0,136.0,0.0,5.0695167,67.0,23.0305,17.0,28.0,0.0,0.98994946,2024-09-01,2024,9,1,8,245,35,6,143.33333,9.0,22.157166,83.333336,0.0,2.3065662
2024-09-01 09:00:00+03:00,355.68,349.0,21.5085,5.0,255.0,0.0,0.31622776,412.0,26.7325,0.0,305.0,0.0,5.2554736,243.0,24.6805,9.0,159.0,0.0,1.2369317,2024-09-01,2024,9,1,9,245,35,6,334.66666,4.6666665,24.307165,239.66667,0.0,2.2695444
2024-09-01 10:00:00+03:00,694.53,544.0,23.2085,6.0,432.0,0.0,1.4317821,599.0,28.5325,1.0,478.0,0.0,4.9335585,430.0,26.580502,50.0,318.0,0.0,1.3152945,2024-09-01,2024,9,1,10,245,35,6,524.3333,19.0,26.107168,409.33334,0.0,2.560212
2024-09-01 11:00:00+03:00,739.96,703.0,24.6085,11.0,580.0,0.0,2.5942245,745.0,29.8825,11.0,613.0,0.0,4.6872168,586.0,28.5305,53.0,452.0,0.0,1.17047,2024-09-01,2024,9,1,11,245,35,6,678.0,25.0,27.673834,548.3333,0.0,2.8173037
2024-09-01 12:00:00+03:00,481.41,820.0,25.7585,48.0,684.0,0.0,2.9410884,745.0,30.8825,37.0,567.0,0.0,4.418144,715.0,30.480501,95.0,559.0,0.0,1.7888545,2024-09-01,2024,9,1,12,245,35,6,760.0,60.0,29.040499,603.3333,0.0,3.0493624
2024-09-01 13:00:00+03:00,368.59,818.0,26.7585,34.0,624.0,0.0,2.3706539,765.0,31.082499,16.0,581.0,0.0,5.375872,768.0,31.080502,96.0,596.0,0.0,3.238827,2024-09-01,2024,9,1,13,245,35,6,783.6667,48.666668,29.640497,600.3333,0.0,3.6617842
2024-09-01 14:00:00+03:00,217.64,837.0,27.4585,14.0,659.0,0.0,1.6,808.0,31.3825,18.0,646.0,0.0,4.8259716,707.0,29.5305,96.0,493.0,0.5,4.3737855,2024-09-01,2024,9,1,14,245,35,6,784.0,42.666668,29.457167,599.3333,0.16666667,3.599919
2024-09-01 15:00:00+03:00,144.8,774.0,27.6085,54.0,616.0,0.0,0.86023253,650.0,30.7325,18.0,476.0,0.1,5.0635953,685.0,29.0305,91.0,440.0,0.1,3.5341196,2024-09-01,2024,9,1,15,245,35,6,703.0,54.333332,29.123833,510.66666,0.06666667,3.152649
2024-09-01 16:00:00+03:00,50.48,618.0,28.1585,67.0,485.0,0.0,0.92195445,502.0,31.4825,32.0,355.0,0.0,4.701064,229.0,24.6305,99.0,23.0,0.8,1.3928387,2024-09-01,2024,9,1,16,245,35,6,449.66666,66.0,28.0905,287.66666,0.26666668,2.3386192
2024-09-01 17:00:00+03:00,2.85,360.0,27.0585,100.0,189.0,0.1,1.431782,339.0,30.5325,15.0,225.0,0.0,5.7982755,287.0,25.580502,100.0,41.0,0.2,1.5033296,2024-09-01,2024,9,1,17,245,35,6,328.66666,71.666664,27.723833,151.66667,0.1,2.911129
2024-09-01 18:00:00+03:00,0.0,112.0,22.8585,100.0,11.0,0.8,4.20119,203.0,29.2825,8.0,123.0,0.0,6.514599,213.0,26.080502,100.0,42.0,0.0,1.1,2024-09-01,2024,9,1,18,245,35,6,176.0,69.333336,26.073832,58.666668,0.26666668,3.9385965
2024-09-01 19:00:00+03:00,0.0,12.0,19.7585,99.0,0.0,4.1,3.224903,44.0,26.7825,9.0,18.0,0.0,6.0876927,89.0,26.0305,100.0,8.0,0.0,0.41231057,2024-09-01,2024,9,1,19,245,35,6,48.333332,69.333336,24.1905,8.666667,1.3666667,3.2416353
2024-09-01 20:00:00+03:00,0.0,1.0,20.0585,94.0,0.0,0.1,2.1400933,0.0,24.9825,1.0,0.0,0.0,5.481788,13.0,25.480501,100.0,0.0,0.0,0.22360681,2024-09-01,2024,9,1,20,245,35,6,4.6666665,65.0,23.507166,0.0,0.033333335,2.6151626
2024-09-01 21:00:00+03:00,0.0,0.0,18.9585,7.0,0.0,0.0,1.5264337,0.0,23.832499,0.0,0.0,0.0,5.7567353,0.0,24.980501,100.0,0.0,0.0,0.92195445,2024-09-01,2024,9,1,21,245,35,6,0.0,35.666668,22.5905,0.0,0.0,2.735041
2024-09-01 22:00:00+03:00,0.0,0.0,18.1085,27.0,0.0,0.0,1.7,0.0,22.682499,1.0,0.0,0.0,6.053098,0.0,25.3805,21.0,0.0,0.0,0.44721362,2024-09-01,2024,9,1,22,245,35,6,0.0,16.333334,22.057167,0.0,0.0,2.7334373
2024-09-01 23:00:00+03:00,0.0,0.0,18.8585,86.0,0.0,0.0,1.0770329,0.0,21.9825,0.0,0.0,0.0,5.60803,0.0,25.080502,6.0,0.0,0.0,0.5830952,2024-09-01,2024,9,1,23,245,35,6,0.0,30.666666,21.973833,0.0,0.0,2.4227192
2024-09-02 00:00:00+03:00,0.0,0.0,16.7585,53.0,0.0,0.0,1.6643317,0.0,21.432499,0.0,0.0,0.0,5.1,0.0,24.080502,5.0,0.0,0.0,0.50990194,2024-09-02,2024,9,2,0,246,36,0,0.0,19.333334,20.757166,0.0,0.0,2.4247446
2024-09-02 01:00:00+03:00,0.0,0.0,16.1585,98.0,0.0,0.0,1.2083046,0.0,20.932499,0.0,0.0,0.0,4.604346,0.0,23.4305,1.0,0.0,0.0,0.82462114,2024-09-02,2024,9,2,1,246,36,0,0.0,33.0,20.173834,0.0,0.0,2.212424
2024-09-02 02:00:00+03:00,0.0,0.0,16.0585,99.0,0.0,0.0,1.104536,0.0,20.4825,0.0,0.0,0.0,4.3,0.0,23.7805,42.0,0.0,0.0,0.5830952,2024-09-02,2024,9,2,2,246,36,0,0.0,47.0,20.107168,0.0,0.0,1.9958771
2024-09-02 03:00:00+03:00,0.0,0.0,16.008501,5.0,0.0,0.0,0.8544004,0.0,20.182499,0.0,0.0,0.0,4.1,0.0,23.4305,6.0,0.0,0.0,0.781025,2024-09-02,2024,9,2,3,246,36,0,0.0,3.6666667,19.873835,0.0,0.0,1.9118084
2024-09-02 04:00:00+03:00,0.0,0.0,15.1085,61.0,0.0,0.0,0.9055385,0.0,20.4825,1.0,0.0,0.0,3.5510561,0.0,22.7805,100.0,0.0,1.2,1.0770329,2024-09-02,2024,9,2,4,246,36,0,0.0,54.0,19.457167,0.0,0.4,1.8445425
2024-09-02 05:00:00+03:00,0.0,0.0,14.7085,45.0,0.0,0.0,1.3038405,0.0,20.1325,81.0,0.0,0.0,4.1785164,0.0,22.7805,100.0,0.0,0.2,0.1,2024-09-02,2024,9,2,5,246,36,0,0.0,75.333336,19.207167,0.0,0.06666667,1.8607856
2024-09-02 06:00:00+03:00,1.81,0.0,14.6085,10.0,0.0,0.0,1.17047,0.0,20.182499,89.0,0.0,0.0,3.7215588,0.0,22.330502,100.0,0.0,0.1,0.36055514,2024-09-02,2024,9,2,6,246,36,0,0.0,66.333336,19.0405,0.0,0.033333335,1.7508613
2024-09-02 07:00:00+03:00,23.29,15.0,15.7585,7.0,5.0,0.0,0.8,36.0,21.182499,6.0,11.0,0.0,4.0,2.0,22.4305,100.0,0.0,0.0,0.7211103,2024-09-02,2024,9,2,7,246,36,0,17.666666,37.666668,19.790499,5.3333335,0.0,1.8403702
2024-09-02 08:00:00+03:00,263.19,142.0,18.0585,3.0,80.0,0.0,0.6324555,200.0,23.2325,1.0,120.0,0.0,3.8,70.0,23.2805,87.0,20.0,0.0,0.64031243,2024-09-02,2024,9,2,8,246,36,0,137.33333,30.333334,21.523834,73.333336,0.0,1.6909227
2024-09-02 09:00:00+03:00,872.34,344.0,20.0585,4.0,248.0,0.0,0.82462114,404.0,25.2825,0.0,297.0,0.0,3.306055,236.0,24.480501,59.0,129.0,0.1,0.781025,2024-09-02,2024,9,2,9,246,36,0,328.0,21.0,23.273834,224.66667,0.033333335,1.6372337
2024-09-02 10:00:00+03:00,996.3,518.0,21.9585,20.0,394.0,0.0,1.5524175,593.0,27.082499,14.0,470.0,0.0,3.667424,408.0,26.0305,71.0,263.0,0.1,0.89442724,2024-09-02,2024,9,2,10,246,36,0,506.33334,35.0,25.023834,375.66666,0.033333335,2.0380895
2024-09-02 11:00:00+03:00,1041.89,649.0,23.4085,30.0,489.0,0.0,1.603122,681.0,28.182499,10.0,518.0,0.0,4.237924,487.0,27.0305,86.0,305.0,0.1,1.431782,2024-09-02,2024,9,2,11,246,36,0,605.6667,42.0,26.207167,437.33334,0.033333335,2.424276
2024-09-02 12:00:00+03:00,875.91,679.0,24.5585,33.0,507.0,0.1,1.7,774.0,29.1325,8.0,610.0,0.0,4.9335585,629.0,28.5305,82.0,417.0,0.0,1.8027756,2024-09-02,2024,9,2,12,246,36,0,694.0,41.0,27.407167,511.33334,0.033333335,2.8121111
2024-09-02 13:00:00+03:00,1074.85,729.0,25.8585,27.0,551.0,0.1,1.8439089,835.0,29.9825,16.0,685.0,0.0,4.9040794,671.0,29.6305,87.0,399.0,0.1,2.184033,2024-09-02,2024,9,2,13,246,36,0,745.0,43.333332,28.4905,545.0,0.06666667,2.9773405
2024-09-02 14:00:00+03:00,974.31,730.0,26.9585,31.0,546.0,0.1,1.8384776,772.0,30.5325,9.0,624.0,0.0,5.0328918,661.0,29.5305,40.0,382.0,0.1,3.4234486,2024-09-02,2024,9,2,14,246,36,0,721.0,26.666666,29.007166,517.3333,0.06666667,3.431606
2024-09-02 15:00:00+03:00,757.81,694.0,27.5585,34.0,522.0,0.1,2.2671568,706.0,30.8825,8.0,560.0,0.0,5.189412,645.0,28.1805,81.0,450.0,3.1,3.5735137,2024-09-02,2024,9,2,15,246,36,0,681.6667,41.0,28.873835,510.66666,1.0666666,3.6766942
2024-09-02 16:00:00+03:00,728.32,507.0,26.1085,79.0,311.0,0.2,3.0675724,534.0,30.3825,10.0,384.0,0.0,5.3413477,456.0,29.230501,72.0,291.0,0.1,2.8999999,2024-09-02,2024,9,2,16,246,36,0,499.0,53.666668,28.573832,328.66666,0.1,3.76964
